step,seed1,seed2,seed3,seed4,seed5
282000,11.61,11.94,10.43,10.97,10.69
283000,11.77,11.05,10.64,10.79,10.79
284000,12.07,11.21,10.57,11.03,11.05
285000,12.36,10.9,10.77,10.72,11.05
286000,12.14,11.41,11.22,10.55,11.01
287000,12.0,11.38,11.24,10.72,11.22
288000,12.07,11.22,11.28,10.72,11.19
289000,11.7,11.51,11.23,10.27,11.55
290000,12.08,10.75,11.0,10.23,11.59
291000,11.95,10.79,11.28,10.29,11.88
292000,11.92,10.52,10.88,10.36,11.93
293000,12.03,11.04,10.65,10.54,11.67
294000,12.48,11.59,11.02,10.86,11.72
295000,12.58,11.59,10.55,11.22,11.34
296000,12.47,11.86,10.16,11.06,11.43
297000,12.28,11.83,10.02,11.02,11.28
298000,12.24,11.55,10.13,11.1,11.4
299000,12.6,11.62,10.02,11.12,11.59
300000,12.68,11.6,10.1,11.11,11.87
301000,12.74,12.22,10.15,10.86,11.92
302000,13.37,12.29,10.48,11.25,11.8
303000,13.55,12.26,10.78,11.42,11.83
304000,13.87,11.97,10.72,11.7,11.93
305000,13.97,11.88,10.72,11.8,11.66
306000,13.37,12.07,10.5,12.0,11.91
307000,12.59,12.13,10.44,11.96,12.01
308000,12.34,12.18,10.33,12.38,12.19
309000,12.52,12.41,10.79,12.14,12.17
310000,12.82,12.3,10.91,12.18,12.0
311000,12.59,12.3,10.84,12.61,12.48
312000,12.78,12.38,11.13,13.21,12.43
313000,12.84,12.8,11.25,12.88,12.57
314000,13.01,12.98,11.4,12.9,12.7
315000,13.03,13.38,11.53,12.98,12.66
316000,12.82,13.56,11.66,12.58,12.68
317000,12.81,13.75,12.05,12.72,12.93
318000,13.09,13.9,12.12,12.73,13.17
319000,13.41,13.39,12.44,11.94,13.57
320000,13.7,13.27,11.83,12.34,13.45
321000,14.04,13.63,11.95,12.67,13.35
322000,13.83,13.49,11.95,12.7,13.12
323000,13.39,13.83,12.26,12.52,12.9
324000,13.83,13.77,12.01,12.25,12.62
325000,13.62,13.82,11.81,12.95,12.4
326000,13.77,13.05,11.24,13.25,12.54
327000,14.08,12.81,11.44,13.62,12.75
328000,13.95,12.69,11.68,13.82,12.79
329000,14.06,12.82,11.69,14.08,12.33
330000,14.32,13.16,11.84,13.87,12.45
331000,14.46,13.28,11.7,13.76,12.24
332000,14.81,13.69,11.73,14.28,12.2
333000,14.67,13.6,11.82,14.25,11.84
334000,14.84,13.28,11.45,14.21,11.96
335000,15.18,13.51,11.68,14.45,12.26
336000,15.11,13.5,11.9,14.39,12.2
337000,15.35,13.61,12.31,13.54,11.96
338000,15.5,13.68,12.57,13.36,12.11
339000,15.53,13.77,12.57,13.37,12.06
340000,15.79,14.13,12.51,13.24,12.25
341000,15.8,13.93,12.61,13.59,12.42
342000,15.74,13.92,12.56,13.8,12.46
343000,16.1,13.78,12.96,13.9,12.88
344000,15.98,13.8,12.77,13.77,12.92
345000,15.8,13.99,12.84,13.63,13.02
346000,15.62,14.22,13.2,13.72,13.31
347000,15.47,14.31,13.63,13.85,13.69
348000,15.51,14.48,13.83,13.99,13.53
349000,14.96,14.97,13.74,14.12,13.63
350000,14.56,14.59,13.68,14.47,13.94
351000,14.27,14.84,13.67,14.52,13.85
352000,14.39,14.41,14.1,14.55,13.99
353000,14.71,14.72,14.19,14.26,14.15
354000,14.73,13.87,14.34,14.34,14.54
355000,14.29,13.9,14.48,13.7,14.57
356000,14.58,14.43,14.55,13.57,14.45
357000,14.11,14.16,14.87,13.93,14.39
358000,13.83,14.08,15.24,13.8,14.48
359000,13.91,13.97,15.38,13.61,14.63
360000,13.9,13.83,14.96,13.65,14.78
361000,13.68,13.86,14.34,13.88,14.4
362000,14.3,13.94,14.41,14.23,14.46
363000,14.48,13.59,14.64,14.65,14.94
364000,14.98,14.05,14.71,14.62,15.14
365000,15.39,13.9,14.74,14.3,15.37
366000,15.92,14.71,14.51,14.78,15.6
367000,16.18,14.7,14.8,14.51,15.86
368000,16.18,14.67,15.06,14.59,15.87
369000,16.55,15.26,15.18,15.2,15.64
370000,16.65,14.75,15.35,15.52,15.62
371000,16.53,14.89,15.57,15.66,15.72
372000,16.63,15.08,15.17,15.46,15.7
373000,16.82,15.09,14.93,15.57,15.6
374000,17.14,15.39,14.86,15.56,15.67
375000,16.79,15.31,15.27,15.67,15.86
376000,16.79,15.46,15.57,15.76,15.66
377000,17.13,15.28,15.5,15.7,15.41
378000,17.46,15.29,15.29,15.46,15.25
379000,17.53,15.27,15.06,15.94,15.14
380000,17.36,14.95,14.93,15.97,14.97
381000,17.26,14.7,15.09,15.69,15.05
382000,17.31,15.03,14.78,15.65,14.72
383000,17.37,14.83,14.7,15.95,14.89
384000,17.23,15.01,14.65,16.06,14.41
385000,17.49,15.31,14.52,16.11,14.42
386000,17.68,15.49,14.93,16.24,14.51
387000,17.67,15.73,15.55,16.38,14.54
388000,17.65,15.63,15.53,16.51,14.59
389000,18.15,15.86,15.29,16.55,14.41
390000,18.42,15.88,15.2,16.68,14.77
391000,18.42,16.12,15.34,16.57,14.61
392000,18.32,15.94,15.59,16.61,14.4
393000,18.47,15.53,15.66,17.23,14.47
394000,19.04,15.13,15.84,16.84,14.82
395000,19.32,14.99,16.05,16.79,14.85
396000,19.51,14.92,16.24,17.0,15.07
397000,19.49,14.71,16.35,17.55,15.31
398000,19.33,14.83,16.21,17.65,15.42
399000,19.33,15.01,16.21,17.23,15.51
400000,19.56,14.72,15.95,17.39,15.74
401000,19.91,14.67,16.5,17.55,15.42
402000,20.54,14.43,16.97,17.83,15.22
403000,20.43,14.43,16.5,17.81,15.43
404000,20.78,14.22,16.59,17.58,15.76
405000,20.95,14.31,16.79,16.81,15.41
406000,21.05,14.52,16.72,16.99,15.76
407000,21.09,15.11,16.63,17.05,16.24
408000,21.27,15.58,16.92,16.46,16.34
409000,20.57,15.76,17.4,16.81,16.4
410000,20.9,16.21,17.33,16.47,16.27
411000,21.24,16.51,17.71,16.25,16.62
412000,21.6,16.56,18.03,16.25,16.38
413000,21.58,16.88,18.1,16.1,16.63
414000,21.73,17.15,18.05,16.05,16.57
415000,21.54,17.68,17.77,15.7,16.89
416000,21.01,17.93,17.85,15.37,17.28
417000,21.15,18.29,17.96,15.51,17.61
418000,21.1,18.46,18.24,15.59,17.84
419000,21.37,18.86,18.14,16.09,18.24
420000,21.25,18.78,17.64,16.36,18.16
421000,21.0,19.05,17.85,16.12,18.3
422000,21.26,19.15,18.17,15.57,18.42
423000,20.95,19.12,18.28,15.71,18.29
424000,20.99,19.04,18.24,16.0,18.37
425000,20.82,19.2,18.45,16.44,17.8
426000,20.02,18.83,18.67,16.95,17.29
427000,19.71,18.58,18.66,17.27,17.5
428000,20.01,18.17,18.84,17.03,17.43
