step,seed1,seed2,seed3,seed4,seed5
374000,0.72,0.39,0.58,0.5,0.65
375000,0.74,0.41,0.63,0.54,0.59
376000,0.71,0.42,0.63,0.53,0.6
377000,0.73,0.42,0.61,0.56,0.63
378000,0.75,0.37,0.65,0.57,0.63
379000,0.78,0.39,0.65,0.58,0.61
380000,0.74,0.34,0.66,0.6,0.63
381000,0.72,0.33,0.68,0.63,0.58
382000,0.76,0.31,0.74,0.67,0.59
383000,0.76,0.32,0.71,0.69,0.6
384000,0.77,0.35,0.67,0.71,0.62
385000,0.77,0.33,0.73,0.72,0.62
386000,0.77,0.34,0.7,0.68,0.61
387000,0.73,0.35,0.68,0.69,0.6
388000,0.68,0.37,0.66,0.7,0.62
389000,0.67,0.4,0.68,0.69,0.58
390000,0.64,0.41,0.68,0.69,0.63
391000,0.64,0.45,0.67,0.66,0.67
392000,0.59,0.48,0.71,0.67,0.61
393000,0.6,0.45,0.68,0.76,0.62
394000,0.59,0.51,0.72,0.77,0.61
395000,0.63,0.48,0.72,0.78,0.64
396000,0.6,0.51,0.75,0.76,0.63
397000,0.56,0.49,0.72,0.73,0.6
398000,0.64,0.5,0.75,0.74,0.62
399000,0.62,0.5,0.74,0.75,0.6
400000,0.7,0.45,0.72,0.81,0.56
401000,0.73,0.49,0.68,0.81,0.53
402000,0.74,0.52,0.64,0.82,0.46
403000,0.7,0.48,0.63,0.82,0.46
404000,0.67,0.5,0.61,0.83,0.51
405000,0.72,0.44,0.63,0.86,0.49
406000,0.77,0.45,0.62,0.79,0.49
407000,0.81,0.43,0.65,0.73,0.48
408000,0.8,0.44,0.64,0.71,0.53
409000,0.76,0.43,0.61,0.7,0.59
410000,0.81,0.43,0.58,0.75,0.55
411000,0.78,0.42,0.59,0.78,0.55
412000,0.72,0.42,0.55,0.73,0.58
413000,0.73,0.42,0.54,0.73,0.62
414000,0.64,0.37,0.51,0.69,0.67
415000,0.62,0.35,0.55,0.72,0.64
416000,0.69,0.33,0.55,0.75,0.66
417000,0.73,0.33,0.53,0.76,0.66
418000,0.72,0.33,0.58,0.73,0.68
419000,0.69,0.31,0.58,0.7,0.7
420000,0.68,0.31,0.55,0.73,0.64
421000,0.7,0.33,0.55,0.71,0.65
422000,0.67,0.38,0.57,0.71,0.58
423000,0.66,0.36,0.56,0.73,0.62
424000,0.62,0.33,0.59,0.66,0.65
425000,0.64,0.38,0.64,0.66,0.62
426000,0.66,0.44,0.66,0.6,0.51
427000,0.64,0.51,0.68,0.65,0.52
428000,0.69,0.52,0.71,0.66,0.48
429000,0.74,0.51,0.73,0.68,0.49
430000,0.81,0.52,0.72,0.68,0.49
431000,0.78,0.55,0.68,0.65,0.5
432000,0.79,0.54,0.6,0.69,0.51
